Timestamp,Voltage,Current,Linear Fit,Resistance
0.132688701,0.099644139,0.002106436,47.304611206,0.393789291,0.099644139,0.000982460,101.423110962,0.879054725,0.099919081,0.000000451,221664.000000000,1.557153940,0.100334898,0.000000211,476199.031250000,2.017325163,0.099505201,0.000045558,2184.154296875
0.132688701,0.421507001,0.008901000,47.355014801,0.393789291,0.421778888,0.004170391,101.136535645,0.879054725,0.421929210,0.000001910,220884.406250000,1.557153940,0.421649098,0.000000908,464523.343750000,2.017325163,0.421929210,0.000192688,2189.702636719
0.132688701,0.744627118,0.015715741,47.380977631,0.393789291,0.744619787,0.007356902,101.213768005,0.879054725,0.744481921,0.000003368,221071.750000000,1.557153940,0.744351089,0.000001573,473135.593750000,2.017325163,0.744634271,0.000339871,2190.933349609
0.132688701,1.066773057,0.022505220,47.401134491,0.393789291,1.066486955,0.010542180,101.163803101,0.879054725,1.066486955,0.000004844,220170.468750000,1.557153940,1.066475987,0.000002269,469925.218750000,2.017325163,1.066486955,0.000486785,2190.880371094
0.132688701,1.389456987,0.029313879,47.399288177,0.393789291,1.389181972,0.013733840,101.150299072,0.879054725,1.389292002,0.000006319,219876.625000000,1.557153940,1.387828946,0.000002952,470054.062500000,2.017325163,1.388754010,0.000634005,2190.445068359
0.132688701,1.711187005,0.036104679,47.395156860,0.393789291,1.711169958,0.016912820,101.175910950,0.879054725,1.709789991,0.000007788,219554.000000000,1.557153940,1.712412000,0.000003618,473363.812500000,2.017325163,1.710358977,0.000781218,2189.350341797
0.132688701,2.034059048,0.042915780,47.396530151,0.393789291,2.034039021,0.020101370,101.189071655,0.879054725,2.033427954,0.000009240,220060.062500000,1.557153940,2.033723116,0.000004297,473282.750000000,2.017325163,2.034590960,0.000927917,2192.642089844
0.132688701,2.355909109,0.049711101,47.392009735,0.393789291,2.356000900,0.023281479,101.196357727,0.879054725,2.355978012,0.000010715,219867.593750000,1.557153940,2.355747938,0.000004968,474145.625000000,2.017325163,2.356300116,0.001075495,2190.898193359
0.132688701,2.678883076,0.056517269,47.399368286,0.393789291,2.678141117,0.026467551,101.185829163,0.879054725,2.678745031,0.000012161,220280.484375000,1.557153940,2.678719044,0.000005645,474487.812500000,2.017325163,2.678693056,0.001222920,2190.407470703
0.132688701,3.000221968,0.063305661,47.392635345,0.393789291,3.000477076,0.029649330,101.198814392,0.879054725,3.000418901,0.000013614,220399.453125000,1.557153940,3.000418901,0.000006340,473261.625000000,2.017325163,3.000477076,0.001369964,2190.186767578
2.769723654,0.099783078,0.002106526,47.368549347,3.030718327,0.099782102,0.000981973,101.613922119,3.515508890,0.099230237,0.000000438,226658.218750000,4.193210602,0.099919081,0.000000197,506651.281250000,4.654442787,0.099643163,0.000045508,2189.590820312
2.769723654,0.421507001,0.008900583,47.357234955,3.030718327,0.422067106,0.004170652,101.199310303,3.515508890,0.421649098,0.000001916,220064.968750000,4.193210602,0.422062993,0.000000895,471795.375000000,4.654442787,0.422067106,0.000192667,2190.654785156
2.769723654,0.744895816,0.015736450,47.335693359,3.030718327,0.744489074,0.007357321,101.190246582,3.515508890,0.744481921,0.000003368,221021.812500000,4.193210602,0.744895816,0.000001561,477179.187500000,4.654442787,0.744351089,0.000339881,2190.031982422
2.769723654,1.066931963,0.022486880,47.446865082,3.030718327,1.066072941,0.010550520,101.044593811,3.515508890,1.065945029,0.000004830,220701.312500000,4.193210602,1.066614032,0.000002249,474359.937500000,4.654442787,1.066349030,0.000486813,2190.471191406
2.769723654,1.390161037,0.029321119,47.411594391,3.030718327,1.390035987,0.013734110,101.210487366,3.515508890,1.389871001,0.000006301,220596.265625000,4.193210602,1.389732957,0.000002945,471875.718750000,4.654442787,1.389209032,0.000634052,2191.001953125
2.769723654,1.711583972,0.036095981,47.417579651,3.030718327,1.710911036,0.016896300,101.259506226,3.515508890,1.710634947,0.000007766,220260.828125000,4.193210602,1.711014986,0.000003648,469026.187500000,4.654442787,1.711187005,0.000780953,2191.152099609
